@relation dataset_training

@attribute 'isi pengaduan' string
@attribute 'instansi tujuan' {'Dinas Lingkungan Hidup Dan Kebersihan Kota Denpasar','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar','Dinas Perhubungan Kota Denpasar','PDAM Kota Denpasar'}

@data
'om swastiastu mohon atensi lampu terang jalan minggu padam d jalan mahendradata gang puput a','Dinas Perhubungan Kota Denpasar'
'pk wita lihat mobil parkir jalan veteran tepat bank mandiri sd hotel bal rambu larang parkir tertib mobil nomor polisi bal tolong tindak nyata lapor gerak mohon lanjut terima kasih','Dinas Perhubungan Kota Denpasar'
'parkir jalan veteran empat hotel inna mohon boleh sisi lapang puput walikota bank mandiri hotel inna susah cari parkir terima kasih','Dinas Perhubungan Kota Denpasar'
'dishub denpasar mohon kaji ulang perhati tanda stop jalan lc intan jalan nangka utara belah coca cola salah arah salah masyarakat nangka utara masyarakat dapat larang masuk jalan nangka utara lc intan stop kecuali sepeda motor tanda stop gatsu lc intan peduli kendara langgar picu ribut kendara arah utara selatan urgent mohon tindak lanjut terima kasih','Dinas Perhubungan Kota Denpasar'
'mohon bantu instansi kait ecek cari solusi kait lampu terang jalan mati lingkung dusun tegal kor kaja desa ubung kaja kondisi bulan terima kasih perhati lokasi jalan nuansa hijau utara','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan pemuda no denpasar padam mohon atensi instansi kait','Dinas Perhubungan Kota Denpasar'
'unit lampu mati sekian lokasi jalan tambak sari blanjong sanur baik nyaman pejal kaki malam','Dinas Perhubungan Kota Denpasar'
'selamat siang live stream atcs denpasar akses','Dinas Perhubungan Kota Denpasar'
'tanda stop jalan gatsu timur lc intan peduli langgar picu ribut kendara pasang salah arah nangka utara lc intang setop kecuali sepeda motor','Dinas Perhubungan Kota Denpasar'
'mohon baik lampu merah simpang antasura astasura lampu terima kasih','Dinas Perhubungan Kota Denpasar'
'akibat batas sungai kali kendara sepeda motor jatuh sungai tukad badung tepat rumah imam bonjol residence perhati pemkot','Dinas Perhubungan Kota Denpasar'
'minggu tanggal agustus kendara motor knalpot bising laju kebut kencang iring jalan prof moh yamin renon belok arah jalan puput arah plaza renon salah jatuh guling jalan kaget panik teman minggir kiri jalan potong jalan kendara kendara kendara motor tanda lampu klakson tolong kendara jatuh bahaya kendara kendara renon motor bising liar kali kebut ganggu tenteram hati kendara kendara polusi suara daerah renon kantor kerja butuh tenang mohon ada sosialisasi tindak kendara kendara motor pasang knalpot bising kendara kendara kebut kebut suara knalpot nyaring terima kasih','Dinas Perhubungan Kota Denpasar'
'mohon tindak jelas rambu lintas jalan dam tukad badung tembus jalan taman pancing jalan imam bonjol tera rambu lintas mobil box kendara roda paksa masuk bikin macet ayal sebab macet kendara masuk sesuai lebar jalan banget mobil papas kalah','Dinas Perhubungan Kota Denpasar'
'mohon tindak lanjut lampu terang jalan jalan suradipa peguyangan kaja carik luli lampu terang jalan jalan mati total gelap gulita malam mohon baik hindar celaka kanan kiri sawah jarak pinggir jalan bibir sawah','Dinas Perhubungan Kota Denpasar'
'langgar parkir daerah jalan pulau nias akibat macet ambulance masuk rs kena macet mohon hari pantau tugas wenang terima kasih','Dinas Perhubungan Kota Denpasar'
'salam nkri dasar surat lihat gambar warga banjar umasari desa ubung kaja mohon dishub koordinasi pln aju pln lampu terang jalan batas dana pln saran pln pasang lampu sesuai standart pln surat pln isi koordinasi dishub lampu terang jalan tugas dishub ikut aju lampu terang jalan dishub pagi surat pln isi cabut lampu terang jalan lingkung mohon harap pln koordinasi dishub rakyat korban info dishub selesai administrasi pln rakyat marah laku semena koordinasi rakyat bias','Dinas Perhubungan Kota Denpasar'
'jalan merpati toko lantai gang jalak bal kali pakai parkir liar mobil halang warga gang jalak bal seberang jalan bawa kendara mobil sepeda montor halang pandang bahaya kendara arah utara sekian terima kasih','Dinas Perhubungan Kota Denpasar'
'kerja jalan pulau nias rs sang minim tindak tugas mohon pantau ambulance alami macet','Dinas Perhubungan Kota Denpasar'
'om swastiastu lampu terang jalan d jalan mahendradata gang puput a minggu mati mohon atensi instansi kait','Dinas Perhubungan Kota Denpasar'
'mohon tindak mobil parkir pinggir jalan jalan ayan banjar tek tek ganggu guna jalan','Dinas Perhubungan Kota Denpasar'
'hormat wakil warga tampar mohon wenang mohon cek lampu jalan gunung andakasa celaka tolong diam ruang mohon cek','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati jalan gn sanggabuana no mati titik rumah no lampu mati','Dinas Perhubungan Kota Denpasar'
'lampu lampu terang jalan mati titik jalan tukad yeh ho taspen renon selatan mohon tindak lanjut daerah rawan jahat','Dinas Perhubungan Kota Denpasar'
'mohon atensi lampu terang jalan jalan waturenggong mati lampu mati tindak jalan waturenggong lampu mati terima kasih mohon tindak lanjut','Dinas Perhubungan Kota Denpasar'
'empat simpang tohpati batubulan belok kiri jalan masyarakat henti mohon tanda langgar','Dinas Perhubungan Kota Denpasar'
'baik rusak lampu lintas jalan lis empat batan kendal bypass ngurah rai redup mati mohon tindak lanjut','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati jalan surabi gang ii','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan padam titik jalan tukad pancoran gang b mohon tindak informasi komang suryawan','Dinas Perhubungan Kota Denpasar'
'instansi kait mohon tertib mobil parkir kampus sastra udayana rsup sang tanda larang parkir pagi mobil parkir lumayan macet jalan rsup sang terima kasih','Dinas Perhubungan Kota Denpasar'
'om swastiatu mohon atensi instansi kait lampu terang jalan mati jalan mahendradata gang puput a no lokasi lampu terang jalan masuk gang barat tukad mati','Dinas Perhubungan Kota Denpasar'
'mohon kait awas jaga area jalan macet pagi sore kalo tambah personel llaj atur lintas kurang macet upacara pura mohon atensi kerja sama','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan nangka selatan gang nuri iv v fungsi mohon baik jalan gelap','Dinas Perhubungan Kota Denpasar'
'selamat malam mohon lampu terang jalan putar kampus unud jalan pb sudirman sma negeri denpasar malam mati mati putar waturenggong lampu terang jalan hidup terima kasih','Dinas Perhubungan Kota Denpasar'
'lapor tiga jalan sidakarya jalan raya set macet sebab resepsi separoh badan jalan jalan sidakarya mohon atensi macet terima kasih','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati putar lapang renon kantor gubernur traffich light','Dinas Perhubungan Kota Denpasar'
'mohon baik lampu terang jalan tukad yeh net jalan kenari padam hidup malam terima kasih','Dinas Perhubungan Kota Denpasar'
'hormat ulang kali terang jalan jalan gunung andakasa padam mohon kerja sama baik tunggu korban','Dinas Perhubungan Kota Denpasar'
'mohon baik lampu terang jalan tiga jalan durian jalan belimbing padam minggu','Dinas Perhubungan Kota Denpasar'
'mohon bantu salah lampu terang jalan jalan palapa iv mati','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati jalan tukad jah rumah puri waturenggong area rumah titik lampu mati tangan mohon tindak lanjut lapang lahan kosong tempat gelap horor','Dinas Perhubungan Kota Denpasar'
'bulan live stream atcs akses tangan masyarakat bantu atcs','Dinas Perhubungan Kota Denpasar'
'dinas kait mohon tindak lanjut rumah kos rumah jalan cempaka asri lingkung banjar lepang padang sambi kaja parkir mini bus pinggir jalan silih ganti bus aktivitas jalan nuansa cempaka ganggu warga mukim nuansa cempaka cempaka asri gang rumah sastra loka','Dinas Perhubungan Kota Denpasar'
'mohon bantu tertib parkir mobil liar jalan katrangan ganggu tanda larang perhati rugi pasang tanda larang cek lokasi','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan padam jalan gunung soputan perum puri taman','Dinas Perhubungan Kota Denpasar'
'tolong cek parkir liar jalan katrangan parah rugi pasang tanda parang parkir','Dinas Perhubungan Kota Denpasar'
'perintah kota denpasar sewaka dharma mohon info dinas hubung kota denpasar dinas kait lampu lintas jalan kecubung banjar pande desa sumerta kaja fungsi lampu merah mati lampu hijau kuning hidup ganggu guna jalan mohon hormat baik terima kasih hormat lpm','Dinas Perhubungan Kota Denpasar'
'tolong baik lampu terang jalan mati jalan serang gang penyu masuk terima kasih','Dinas Perhubungan Kota Denpasar'
'selamat sore instansi kait lampu lintas simpang jalan kecubung nyeri selatan mati padam warna merah mohon atensi tindaklanjut lintas lumayan padat','Dinas Perhubungan Kota Denpasar'
'kabel terang jalan putus ikat pohon tiang miring mohon bantu tangan lokasi jalan bukit baris kel pecut','Dinas Perhubungan Kota Denpasar'
'tl simpang nusa indah hayam wuruk alami ganggu minggu arah timur mohon baik flashing timbul celaka','Dinas Perhubungan Kota Denpasar'
'mohon atensi sdan pecut jalan imambonjol denpasar barat buat zona selamat sekolah celaka libat murid sekolah sangkut jadi baru sabtu tanggal septemberember mohon tindak lanjut ada zona selamat sekolah rambu dukung sekolah ulang kali aju realisasi mohon tindak lanjut terima kasih','Dinas Perhubungan Kota Denpasar'
'mohon baik lampu terang jalan mati pura cakranegara jalan lembu sora gang abiasa banjar malu kel peguyangan mohon baik cepat piodalan tanggal oktober terima kasih atensi','Dinas Perhubungan Kota Denpasar'
'mohon bantu kece lampu terang jalan jalan waturenggong gang padam mohon dinas kait kece terima kasih','Dinas Perhubungan Kota Denpasar'
'lampu lampu terang jalan mati rumah no jalan drupadi xv no denpasar','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan hidup mohon tindak lanjut halhal kemudi lokasi jalan danau buyan i','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan tiga jalan durian survey tindak gelap posisi jantung kota denpasar','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan merdeka ix mati mohon baik terima kasih bantu','Dinas Perhubungan Kota Denpasar'
'tolong dinas kait kece lapang tindak orang parkir mobil bahu jalan mobil parkir bahu jalan macet kurang lebar jalan lokasi jalan danau rat lahan parkir sewa garasi parkir pinggir jalan','Dinas Perhubungan Kota Denpasar'
'rambu jalan tumbang mohon baik alamat jalan pulau belitung no muka jfc belitung muka sekolah al azhar zhifa budi bal','Dinas Perhubungan Kota Denpasar'
'selamat sore hormat keluh lampu merah simpang jalan kecubung jalan nyeri arah selatan tindak baik balon lampu warna merah mati hidup anggar biaya awat traffic light tunggu korban jiwa tolong perhati tindak lanjut','Dinas Perhubungan Kota Denpasar'
'dinas hubung kodya denpasar kompas cetak berita solusi macet simpang jalan aplikasi teknologi terap dishub kodya surabaya moga dishub kodya denpasar provinsi bal ikut surabaya perhati','Dinas Perhubungan Kota Denpasar'
'traffic light bypass ida bagus mantra arah titi banda area denpasar mati bahaya karna kendara cenderung cepat moga tindak instansi kait','Dinas Perhubungan Kota Denpasar'
'mohon baik lampu lintas jalan kecubung sumerta kaja mati','Dinas Perhubungan Kota Denpasar'
'mohon atensi cepat kait lampu traffic light empat jalan imambonjol jalan gunung karang jalan pulau biak mati macet celaka lalulintas','Dinas Perhubungan Kota Denpasar'
'mohon atensi kait mati minggu lokasi jalan gadung gang ix','Dinas Perhubungan Kota Denpasar'
'palang larang parkir jalan tukad gangga restoran white canny larang parkir tanah kosong bangun pindah otorisasi ganggu rusak jalan langsung rusak barang milik instansi negara mohon kembali tempat cabut','Dinas Perhubungan Kota Denpasar'
'mohon tindak lapor sopir angkut kos kamar cempaka asri gang bawa mobil angkut bandel aktivitas parkir angkut ganggu warga siang malam silih ganti lintas parkir jalan nuansa cempaka cempaka asri gang','Dinas Perhubungan Kota Denpasar'
'dinas kait mohon tindak parkir angkut jalan nuansa cempaka cempaka asri gang lapor sopir kos rumah kos cempaka asri bandel kamar kos bawa angkut parkir jalan ganggu warga angkut angkut siang malam silih ganti lintas parkir jalan nuansa cempaka cempaka asri gang','Dinas Perhubungan Kota Denpasar'
'mohon atensi dinas hubung kota denpasar wali murid sekolah sdan pecut kirim surat resmi kantor dinas hubung kota denpasar aju ada zona selamat sekolah rambu dukung area sekolah mohon kaji tindak lanjut wali murid sekolah terima kasih respons','Dinas Perhubungan Kota Denpasar'
'lampu lampu terang jalan pura dawan sumerta kantor lurah sumerta camat denpasar timur mati total mohon atensi terima kasih','Dinas Perhubungan Kota Denpasar'
'milik mobil parkir trotoar jalan tulip parasit parasit otak otak benalu anggap jalan trotoar garasi warga adat parasit warga kontrak kos bawa mobil situ tantang surat ingat gubris','Dinas Perhubungan Kota Denpasar'
'tindak dinas kait lapor lampu terang jalan lampu terang jalan pura mati total kece lapang tanggal oktober hasil kece lapang ganti spare part foto lampir ganti beban customer status lampu terang fasilitas customer bayar pajak lampu terang jalan mohon atensi kait atur copy atur kait','Dinas Perhubungan Kota Denpasar'
'om swastiastu selamat siang staff pwri provinsi bal adu mobil menghadang plang nama orsos pwri provinsi bal hambat giat laku lansia mohon tindak lanjut','Dinas Perhubungan Kota Denpasar'
'lintas jalan tukad barito bingung mobil motor biar arah rambu rambu pasang arah lampu stop merah kuning hijau sedia arah tolong bantu masyarakat tertib lintas kota surabaya kerja polisi lintas dinas hubung tentu atur lintas jalan arah arah','Dinas Perhubungan Kota Denpasar'
'jalan pulau galang simpang taman pancing macet jam pulang kerja mohon wenang jaga plang mobil larang arah timur langgar terima kasih','Dinas Perhubungan Kota Denpasar'
'jalan lingkung lokasi jalan tanimbar jalan halmahera sang parkir liar mahasiswa kampus unud fakultas sastra fakultas hukum pegawai unjung rsup sang warga ganggu parkir liar badan jalan lingkung parkir pagi sore kondisi jalan lebar meter sempit kendara arah daerah mohon tindak kait pemkot kodya denpasar','Dinas Perhubungan Kota Denpasar'
'lapor lampu lampu terang jalan padam lokasi rumah jalan tunjung sari gang nuri no padangsambian kaja mohon perhati kait adu pro denpasar tanggal mei tindak','Dinas Perhubungan Kota Denpasar'
'jalur rame kendara anak anak sekolah jalan kaki sepeda gayung sekolah jam pulang sekolah rame kendara lalang kadang kurang cepat lewat zona sekolah lokasi sekolah jalan gunung cemara perumnas monang maning sekolah sd pecut mohon pasang rambu rambu zona sekolah pecah laju kendara celaka sekolah','Dinas Perhubungan Kota Denpasar'
'tolong tertib parkir mobil liar jalan katrangan pasang tanda larang parkir langgar','Dinas Perhubungan Kota Denpasar'
'mohon parkir permanen bulan jalan gang c jalan gunung agung pindah kendara mobil ganggu hambat lalang kendara kendara bawa bahan bangun sewa garasi kendara manfaat milik garasi parkir jalan','Dinas Perhubungan Kota Denpasar'
'dishub kodya denpasar bus pariwisata parkir jalan by pass ngurah rai pemogan toko jalan sutra art shop akibat macet risiko celaka lintas mohon tertib','Dinas Perhubungan Kota Denpasar'
'hormat dinas hubung kota denpasar surat resmi aju zoss rambu dukung kirim kantor dinas hubung sdan pecut jalan imam bonjol tugas kait atensi lapang aju surat resmi butuh atensi lapang realisasi terima kasih','Dinas Perhubungan Kota Denpasar'
'malam pimpin kait tolong mohon tindak lanjut lampu terang jalan mati jalan drupadi xii sumerta kelod denpasar bal posisi belah utara jalan sungai terang jalan mati tutup kap lampu hilang lampu konsleting takut rawan malam moga atas terima kasih','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan nyala lap lumintang siang sm dharma sewaka','Dinas Perhubungan Kota Denpasar'
'dinas hubung mohon bantu kali lapor mohon tindak sopir angkut kos cempaka asri jadi rumah kos transit parkir angkut sembarang aktivitas terminal','Dinas Perhubungan Kota Denpasar'
'selamat malam adu terang jalan nyoman montana alamat jalan cempaka biru selatan ii lingkung lampu jalan mati pohon tumbang mohon informasi','Dinas Perhubungan Kota Denpasar'
'dinas hubung kota denpasar dinas kait mohon buat rambu zona selamat sekolah zoss denpasar lokasi sekolah jalan i gusti ngurah rai kendara motor lintas cepat km jam','Dinas Perhubungan Kota Denpasar'
'rambu lintas tutup daun kendara motor tolong daun potong terima kasih lokasi empat pulau komodo buton','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan tukad mus iv tepat empat sd lepas duduk tiang listrik adu pln hubung mad bakar kodya denpasar hubung madam bakar arah hubung dishub denpasar dishub pln mohon bantu selesai terima kasih','Dinas Perhubungan Kota Denpasar'
'mohon tertib truk pasir muat pasir kap tutup ganggu nyaman jalan lokasi padang galak hanituah tutup kap foto ambil jalan hanituah','Dinas Perhubungan Kota Denpasar'
'minggu lihat parkir sembarang jalan pulau nias kampus sastra unud sang sebab jalan sempit rawan macet bagus segel mobil parkir liar mohon ditindaklanjuti','Dinas Perhubungan Kota Denpasar'
'mohon tindak mobil roda masuk arah selatan jalan taman pancing denpasar selatan mobil langgar pasang rambu larang masuk','Dinas Perhubungan Kota Denpasar'
'malam pimpin kait tolong mohon tindak lanjut lampu terang jalan mati jalan drupadi xii sumerta kelod denpasar bal posisi belah utara jalan sungai terang jalan mati tutup kap lampu hilang lampu konsleting takut rawan malam','Dinas Perhubungan Kota Denpasar'
'live stream atcs akses tindak baik mohon info','Dinas Perhubungan Kota Denpasar'
'mohon atensi kait lampu terang jalan putar jalan sakura gang vi mati terima kasih','Dinas Perhubungan Kota Denpasar'
'informasi buah lampu terang jalan lingkung kembarsari mati lapor septemberember baik','Dinas Perhubungan Kota Denpasar'
'lampu lampu terang jalan rumah no a jalan drupadi denpasar mati','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan banteng depang gang dangin puri kaje mati padam mohon ditindaklanjuti','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati mohon baca koran jawa pos radar bal halaman metro denpasar sabtu november','Dinas Perhubungan Kota Denpasar'
'kondisi lampu terang jalan jalan nuansa utama v dusun tegal kor kaja desa ubung kaja kondisi mati mohon bantu kerja instansi kait tindak lanjut terima kasih','Dinas Perhubungan Kota Denpasar'
'tolong cari solusi macet empat taman pancing macet ampun atur lintas tolong ya kasihan','Dinas Perhubungan Kota Denpasar'
'info jembatan jalan marut parkir pagi macet boleh parkir situ','Dinas Perhubungan Kota Denpasar'
'selamat pagi pro denpasar lapor lampu terang jalan empat jalan turi kesiman mati jalan turi semenjak mohon cek lokasi','Dinas Perhubungan Kota Denpasar'
'mohon dinas kait menindaklanjuti parkir liar lokasi warung men runtu jalan kuta sanur lahan parkir sepeda motor badan jalan badan jalan bilang tambah parkir liar ganggu guna jalan mobil tempat tinggal d lokasi terkadang sulit masuk mobil papas kendara resiko tolong tindaklanjuti tertib terima kasih','Dinas Perhubungan Kota Denpasar'
'selamat pagi lapor lampu terang jalan jalan pulau enggano no mati baik moga proses cepat terima kasih tanggap','Dinas Perhubungan Kota Denpasar'
'mohon dinas kait tertib parkir liar putar jalan gn krakatau denpasar sempit ruas jalan upacara ngaben setre badung alangkah baik jalan lebar aspal kondisi jalan lubang genang air hujan kendara motor jatuh lubang tutup genang air hujan','Dinas Perhubungan Kota Denpasar'
'instansi kait baik lampu terang jalan lampu terang jalan informasi kondisi lampu terang jalan jalan padang galak pantai padang galak kesiman minggu fungsi mati total mesti mohon bantu instansi kait baik kerja sama ucap terima kasih urus tim tata pantai','Dinas Perhubungan Kota Denpasar'
'mohon tertib parkir jalan werkudara empat banjar tampakgangsul jalan arjuna empat lampu merah gajah mada mobil parkir pinggir jalan habis badan jalan macet parah macet jalan kartini denpasar macet kerja jam kerja macet jalur mohon pasang rambu larang parkir tertib parkir sembarang jalur','Dinas Perhubungan Kota Denpasar'
'lokasi empat taman pancing pulau galang denpasar daerah crowded kendara kali orang lokal ganti atur lintas bawa toa mini keras suara bule atur macet jalan viral masuk berita nasional realisasi tindak dinas hubung denpasar macet tahun','Dinas Perhubungan Kota Denpasar'
'mohon bantu dinas hubung tindak lanjut rambu lintas jatuh jalan a yani masjid baiturahmah dusun wanasari bantu','Dinas Perhubungan Kota Denpasar'
'macet coba tugas atur barito garwis rubah lintas mohon kaji','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan banteng gang mati padam mohon ditindaklanjuti','Dinas Perhubungan Kota Denpasar'
'kemarin alami maling helm toko handphone area tukad barito laku kejar jalan tukad pakerisan jalan bedugul hilang jejak laku simpang sidakarya laku honda beat baru warna merah putih celana kemeja jeans navy ciri laku kurus hitam mohon bantu laku jera','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan banteng gang padam mati mohon baik','Dinas Perhubungan Kota Denpasar'
'lapor jalan gunung kerinci mobil mobil parkir habis badan jalan jalur jalan mobil habis jalur ganggu milik rumah garasi hari tolong pasang rambu larang parkir jalan gunung kerinci lapor tegur dishub hilang sebentar parkir efek jera rambu denda derek biar efek jera tolong ditindaklanjuti terima kasih','Dinas Perhubungan Kota Denpasar'
'om swatiastu selamat siang mohon tinjau lampu traffic light jalan pulau batanta traffic light jalan pulau misol lampu arah utara selatan sama hijau arah p batanta intensitas kendara p misol sebab macet jalan p batanta nunggu kendara arah jalan p misol arah batanta cm mobil merah maaf beda lampu arah p batanta p misol biar sama lampu hijau mohon kait tangan terima kasih','Dinas Perhubungan Kota Denpasar'
'mohon cek cok agung tresna kpu kiri jalan parkir mobil rambu larang parkir','Dinas Perhubungan Kota Denpasar'
'om swastiatu mohon atensi instansi kait lampu terang jalan mati jalan mahendradata gang puput a lokasi lampu terang jalan masuk gang barat tukad mati','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan putar jalan sakura jalan sandat linkungan banjar kerta bhuana kaja mati beberapa titik oktober mohan atensi kait','Dinas Perhubungan Kota Denpasar'
'lampu lintas empat jalan kecubung nyeri warna hijau mati merah normal hijau masalah bikin guna bingung terima kasih','Dinas Perhubungan Kota Denpasar'
'halo lampu terang jalan jalan letda tantular cok agung tresna nyala tolong benar','Dinas Perhubungan Kota Denpasar'
'lampu terang taman belah barat lapang puput badung stage kodam udayana mati tolong bantu hidup','Dinas Perhubungan Kota Denpasar'
'tolong tindak lanjut lampu terang lap puput badung panggung barat daya mati terima kasih','Dinas Perhubungan Kota Denpasar'
'informasi bocor pipa pdam gang xii perum swamandala biar rugi pdam langgar akibat rusa jalan','PDAM Kota Denpasar'
'bocor pipa pdam jalan trijata rs bhayangkara denpasar utara minimarket ud ayu air muncrat aspal tolong baik','PDAM Kota Denpasar'
'bocor pipa pdam jalan trijata minimarket ud ayu tepat rs bhayangkara denpasar utara air muncul aspal tolong periksa','PDAM Kota Denpasar'
'pipa pdam bocor kilometer jalan tukad badung a no renon denpasar selatan pagi sore keluh layan air pdam tolong jelas solusi keluh tunggu no hp gede sumadaria','PDAM Kota Denpasar'
'selamat pagi pro denpasar perihal air pam rumah keruh cokelat sebab berani konsumsi mohon kait menindaklanjuti keluh terima kasih lokasi jalan akasia xvi a gang buaji iii no','PDAM Kota Denpasar'
'mohon bantu kait air pdam warna teh keruh kotor tanggal telat bayar segel lokasi jalan akasia v','PDAM Kota Denpasar'
'selamat sore sigap baik pipa air bocor tiga banjar tainsiat nangka kendala air alir siang mohon aktif air masyarakat nangka normal baca pesan mohon ditindaklanjuti mohon tindak','PDAM Kota Denpasar'
'kualitas air pdam kotor rumah mohon pdam ecek pipa bocor air padam kotor terima kasih lokasi jalan gunung patuha gang gunung patuha viii','PDAM Kota Denpasar'
'kambuh sakit pdam air mampat malam alir pagi siang detik mati','PDAM Kota Denpasar'
'air sendat tampung jam pagi mati jam malam alir tetes jalan kerta negara selatan banjar dauh kutuh utara','PDAM Kota Denpasar'
'mohon info gerangan air pdam wilayah jalan buana mekar iii padangsambian denpasar barat alir mohon alir','PDAM Kota Denpasar'
'siang pdam tolong air jalan buana raya lingkung buana santhi gang buana mekar ii no padang sambi','PDAM Kota Denpasar'
'mohon cek air lingkung mati lokasi lingkung padangsambian jalan buana raya gang buana kerti','PDAM Kota Denpasar'
'mantap jiwa kemarin air mati ulang jam pagi detik tetes alir macet malam jam alir terus jalan keluar kecewa','PDAM Kota Denpasar'
'pdam ken ken pagi alir air padangsambian mandi cuci kirim laundry besok anak sekolah','PDAM Kota Denpasar'
'pdam mati total rumah tegal buah jalan gunung seraya padangsambian','PDAM Kota Denpasar'
'air pdam jalan buana taman mati alir air mohon ditindaklanjuti masak begadang tampung air kurang kapasitas produksi promo pasang langgar korban langgar daerah elevasi mohon benah masak kota denpasar krisis air wali kota calon gubernur padam masalah','PDAM Kota Denpasar'
'air pdam alir sore mati jalan sekar jepun viii blok c no mohon tindak lanjut','PDAM Kota Denpasar'
'air pdam mati alir jalan gatot subroto vi blok f no mohon tindak lanjut terima kasih perhati','PDAM Kota Denpasar'
'om swastiastu air rumah terkadang mati baik wilayah denpasar selatan mohon bantu','PDAM Kota Denpasar'
'air mati perum puri amertha no jalan gunung patas iii banjar tegal buah padang sambi kelod mohon instansi kait pdam nyala air air guna masak bahan jual mohon bantu','PDAM Kota Denpasar'
'mohon kait tolong cek air mati jalan padma huni beteng sari no x denpasar utara minggu air pdam mati total mohon atensi','PDAM Kota Denpasar'
'air mati jalan sekar jepun no','PDAM Kota Denpasar'
'kait air pdam alir minggu air mati main bayar layan','PDAM Kota Denpasar'
'indikasi bocor pipa pdam jalan wibisana barat gang ii k u malam air alir mohon ditindaklanjuti terima kasih','PDAM Kota Denpasar'
'selamat sore mohon bantu air area mati malam siang nyala jam alir air air alir mohon bantu kece terima kasih','PDAM Kota Denpasar'
'mohon tindak lanjut air pdam kawasan nyeri mati malam hidup sore tanggal mohon pdam baik layan terima kasih','PDAM Kota Denpasar'
'pdam mati total hari nyala pdam desember alas air mati air','PDAM Kota Denpasar'
'tolong cek air pdam jam mati jalan noja dukuh pemberitahuan resmi air mati jelas air mati siap tampung air terima kasih','PDAM Kota Denpasar'
'mohon cek lapang air pdam jalan nyeri gang werkudara no mati tanggal tanggal mohon bantu tindak lanjut','PDAM Kota Denpasar'
'tindak komplain kemarin tugas air mati kemarin air alamat jalan noja dukuh no no hp','PDAM Kota Denpasar'
'air pdam mati malam lokasi nuansa selatan taman griya jimbaran','PDAM Kota Denpasar'
'dirut pdam kota denpasar lapor pipa induk pdam bocor bocor minggu tanggal januari lokasi rumah swamandala banjar robok desa padangsambian kaja denbar jalan swamandala iii blok a belah rumah blok a mohon bantu tindak lanjut air deras','PDAM Kota Denpasar'
'pagi pdam mati hujan deras pdam mati mohon pdam antisipasi musim hujan pam mati mohon tindak rumah tegal buah blok f padangsambian','PDAM Kota Denpasar'
'air mati pdam mati total pagi tolong cek alamat jalan noja dukuh no no hp','PDAM Kota Denpasar'
'mohon salur air siang alir tangki tampung bunyi nyaring tanda air mesti','PDAM Kota Denpasar'
'tolong dinas kait atas air mati daerah jalan gunung lumut putar padang sambi rumah banjir malam air mati pagi sih rumah','PDAM Kota Denpasar'
'mohon atur valve valvenya ganti alir air daerah buana raya padangsambian mati total tanggal malam alir air daerah mati total','PDAM Kota Denpasar'
'mei alir air henti hulu banjir sebab pdam stop produksi full february pdam mati full dalih hulu banjir sebab air keruh layan alir stop january jatuh lubang komplain maaf harap maklum telat bayar hr maklum tolong benah berinovemberasi konsumen rugi','PDAM Kota Denpasar'
'tolong cek air mati lingkung buana santhi padang sambi','PDAM Kota Denpasar'
'air mati maklum air alir suruh cari air uda puluh kali ulang cari cegah solusi salah alam tabu kejai ulang cari solusi air mati total tolong tugas cek lapang alamat jalan noja dukuh no no telepon','PDAM Kota Denpasar'
'mati air pdam tangan pagi air alir air tangki konfirmasi cek rumah status kemarin bilang jam malam jam malam alir alamat jalan noja dukuh no no hp','PDAM Kota Denpasar'
'air pam mati siang lokasi jalan gunung soputan','PDAM Kota Denpasar'
'air pdam alir malam rabu tanggal januari siang air daerah jalan pemuda vi renon mohon informasi tindak','PDAM Kota Denpasar'
'halo pam lancar malam tolong jalan gunung lebah tegal harum gang vi no tegal harum denpasar barat','PDAM Kota Denpasar'
'ayo mandi masak cuci mati total','PDAM Kota Denpasar'
'air pdam mati mohon hormat tindak lanjut alamat jalan ken arok no','PDAM Kota Denpasar'
'om swastiastu air kawasan buana santhi alir tanggal habis gaji bayar tagih air','PDAM Kota Denpasar'
'salam sejahtera anggota dewan hormat tolong cari solusi musim hujan pdam denpasar layan konsumen solusi pdam lihat terima kasih','PDAM Kota Denpasar'
'air pam mati alir','PDAM Kota Denpasar'
